涨	-0.0841708 -2.31712 -1.58401 1.45782 -1.25814 -1.28077 0.499844 1.27498 -3.35576 1.91953 -0.93009 -4.3118 1.15078 2.44074 2.46567 -0.830525 -1.60919 -0.647669 -4.84144 0.654884 
大盘	0.0503231 -1.92435 -0.0231089 -2.31664 -1.7963 -3.15632 1.71427 1.36046 -3.1695 2.36286 -0.608424 -0.342417 1.40968 1.98527 -0.677331 -0.766593 -2.00892 -0.278947 -0.292177 -0.894237 
也	-0.340456 -1.40102 -0.39535 0.132218 0.28772 -0.947665 -2.0937 -0.203791 -1.46276 1.75338 -2.38653 -1.59726 0.59912 -0.371969 -1.69011 -0.09795 -0.570114 -0.839639 -2.41694 0.464008 
又	-1.66247 -2.44106 0.983833 -0.481508 0.328871 -1.80982 -1.1539 1.81807 0.158405 -0.924627 -1.10185 -1.52476 0.784222 -0.0318202 -1.55253 1.6857 -0.434558 0.133652 -0.63912 0.434795 
到	1.22626 -3.56805 -1.40538 -0.702756 -1.41794 -0.105996 -0.174353 0.606016 -0.293908 -1.55689 -0.815804 -1.80794 -0.572464 -0.786919 -1.95943 -1.60669 -2.1903 -1.53303 -2.20498 0.668634 
好	-0.258667 1.65309 -1.80663 0.634346 -2.83299 -0.660548 -0.602802 0.0402202 -2.85469 0.0616442 -1.35802 -0.965579 -1.18815 -1.80607 -0.0602307 -0.267591 0.78252 -0.12171 -2.8014 0.186473 
兆	1.71322 1.38926 0.491549 -1.00011 5.6086 0.705805 3.1976 -2.20664 -2.53113 -6.27593 -3.99408 0.354727 0.949968 0.175705 -1.28419 -0.574898 0.257493 -0.587287 1.64949 -1.86024 
就是	-0.0164172 -1.55455 -0.856472 -1.01041 -0.590762 -1.11199 -2.37074 -2.13477 0.218695 0.438987 -1.94111 -0.112548 0.648636 -1.96978 0.234488 1.25693 -1.5875 0.104731 -2.40792 -0.0580991 
走	0.478042 -0.710679 0.188478 -0.961246 0.0861853 -0.235696 -0.555132 1.39602 -1.85458 2.55574 -0.964364 -4.13631 -1.77285 1.0339 1.07707 0.840774 2.50761 0.644289 -1.2657 2.21875 
跑	-1.83434 -2.27458 0.0720303 -0.577746 -2.4872 0.816854 -0.552604 1.89177 -1.38357 1.13695 1.45158 -3.85486 0.0602452 1.72259 2.59992 -0.380939 2.81193 3.27611 -3.07982 2.99978 
什么	-0.435949 0.701098 -1.82398 1.67848 -2.65811 -0.650251 -2.86757 -0.476917 -1.44671 -0.133414 -3.70035 0.898153 0.110107 -1.61897 -1.56957 -0.77347 -3.41525 3.53515 -2.31883 3.5638 
看	1.17938 -2.08546 -1.07195 -0.381671 0.337763 0.971518 -0.919958 0.452835 -2.28321 2.10678 -1.22033 -0.872047 0.474487 0.184652 2.10987 -0.522603 0.29066 -1.82116 -0.799485 3.00393 
多	-1.14868 0.591589 -0.502837 0.0938933 -2.71756 0.425173 -2.38289 0.795902 -2.99395 -1.00955 -0.754176 0.757836 -0.616156 -1.23997 -0.784526 -1.35569 2.01785 -0.605445 -5.40268 -1.36248 
大家	-0.157858 -0.256995 -1.71707 -0.945063 -4.85684 -0.00867428 -0.979918 0.036738 0.165419 1.10027 -0.429944 -0.209599 0.594352 2.67582 -1.96295 0.252149 2.32593 -0.985739 -0.380058 1.05367 
再	-0.604492 -3.32011 -1.26195 -0.534901 -2.48276 -1.47548 -0.992716 0.724673 -0.440354 0.441634 -0.0995932 -1.35779 -0.898558 -0.413879 -3.16077 -0.193161 -0.357248 -1.78346 -0.774524 1.42357 
网宿	0.778951 1.40244 0.0600073 -0.370978 4.79593 0.892531 2.04911 -1.25956 -2.41843 -0.740873 -0.994814 0.0179128 1.31917 2.28358 -2.08249 -0.827766 -1.9798 0.341536 1.07251 -0.0393342 
会	1.31382 0.446139 -3.04507 -1.0121 -1.59781 -1.1098 0.0672607 1.52074 -2.2824 -0.929228 0.40506 -1.21572 3.7286 -0.93006 -1.59867 -0.53955 -0.930449 -2.50663 -0.689502 1.25838 
卖	-1.03007 -1.24793 -1.42588 -0.238294 -1.02105 1.18407 -1.07891 -0.232111 -0.502443 0.321523 1.51344 -4.32649 0.846685 2.91706 -0.155071 0.0197643 1.18177 0.550788 -4.19323 2.68312 
股票	1.91558 0.386818 0.0543882 0.089007 1.38108 -0.854107 -0.208147 -1.21793 1.20161 2.62284 -0.441251 0.0200562 2.92368 1.0465 -2.09815 -1.62178 -0.303058 -0.522408 -2.93575 -0.475729 
等	-0.0524476 -2.60779 -2.03206 0.352582 1.66514 0.122083 0.643159 1.51498 0.829036 2.13538 2.90562 -1.40873 -0.637698 -2.265 -0.47059 -1.01502 -1.05181 -0.197345 0.345237 3.99113 
和	1.82211 -0.806305 -1.38072 1.10219 2.00639 1.38303 -2.51074 -1.65937 -1.56631 0.82574 1.2325 0.933494 0.405911 -1.36143 1.24636 1.01383 0.584085 -1.66829 -0.613941 -0.909658 
没	3.0476 0.99828 -2.4134 -0.947609 -1.39186 -2.06113 -1.22567 1.89842 -1.10445 -0.700511 2.28751 -0.0928369 1.37118 -3.40801 0.27781 -0.788186 0.562949 -1.41849 -3.00041 4.0109 
没有	3.33672 1.73035 -1.56101 -0.756213 -0.621669 -0.831377 -1.26795 0.93726 -1.54097 0.0219102 2.17712 0.54496 2.30851 -2.99286 0.79763 -0.834632 -0.860922 -0.199375 -3.23712 3.02651 
医药	1.34954 0.613761 -0.722079 1.5241 3.57358 0.734892 0.71319 -2.38508 -0.500515 0.723245 -1.50428 -1.83182 2.20837 -0.172063 -1.63458 -0.31451 -0.522258 2.67701 2.71141 0.376146 
公司	2.4026 1.54718 -0.468965 3.09716 3.46121 1.0053 -1.4379 0.0706304 0.448183 1.45964 -2.34119 1.06586 2.58325 0.576883 -2.38895 -1.7444 0.213615 0.522996 -0.270274 -1.56862 
月	4.56294 -3.76968 1.67517 -0.115167 -0.747858 -0.101222 0.370982 0.0256551 0.538053 -6.55795 -4.21654 0.713304 -1.27209 -0.963501 0.179182 -0.532405 -0.353378 -0.88453 0.145765 -3.11102 
机构	-2.31975 -0.378051 -1.07959 -3.46768 0.517836 2.30768 -2.08388 0.288381 2.74822 1.89768 0.956054 1.09182 1.44114 3.05004 -2.89739 1.029 0.875181 0.61859 0.0536088 -2.2556 
出货	-2.63517 0.47457 -1.96666 -3.38908 -1.02294 2.88611 -1.91781 3.53258 -2.41522 1.1095 1.38987 -3.25001 0.202779 1.91783 1.00174 1.80573 -0.390206 4.58121 0.16277 2.11313 
中建	1.28956 0.350924 -1.50549 1.2883 1.28736 -0.490235 -0.192615 -0.577551 -0.825764 0.418009 -1.34127 -0.268455 -0.144835 1.76539 -1.66073 -0.00412282 -1.26713 -1.00627 -0.23022 -0.918618 
买入	0.0532793 -1.33435 0.697702 -1.30944 -0.703577 4.84069 1.11698 -2.26762 0.601272 0.130823 2.10144 -3.25129 1.17743 0.265902 -0.499495 0.978199 0.304389 0.0909172 -0.877251 -0.0975315 
现在	0.92899 -0.185253 -1.19632 -1.87582 -1.22756 0.797266 -1.04907 -0.275526 -0.494588 0.0644549 0.612416 -1.32364 0.705494 0.696175 -2.59528 -0.972393 -1.01992 0.0264694 -2.57119 0.267565 
人	0.868506 2.71871 -1.73073 -2.47521 -1.22349 -1.1061 -0.916142 1.00748 1.62041 0.42191 -2.48932 0.0641637 0.884642 1.75916 -4.06533 -1.30258 2.22758 -0.916366 -2.82783 -0.262831 
个	0.554538 -0.215925 0.102282 1.80428 -0.493511 -0.586285 -1.87546 0.222212 1.04085 0.447681 -0.0686017 -0.0486659 -0.22029 2.28297 -1.37852 2.81234 -4.56483 1.43428 -1.46059 3.70919 
这个	0.759657 1.79658 -2.79592 -0.0895228 -0.666142 -0.861274 -3.01231 -1.31532 -2.01603 -0.456576 -1.3271 -1.73575 -1.11546 1.08138 -1.0246 1.39561 -2.71625 3.30414 -1.95299 1.99906 
能	2.22785 1.02292 -2.78522 -0.67096 -2.27575 -0.456622 1.63085 0.185985 -2.47733 -1.67363 0.517929 0.375928 0.823048 -0.964261 -1.10918 -1.83159 -1.09697 -4.19365 -3.24399 3.41378 
砸	-6.43499 -4.37248 -2.18506 0.181393 -0.372243 3.68428 -0.799173 3.43217 0.345507 0.317382 -1.75769 -2.6596 -0.855317 1.31777 2.66103 1.50355 -2.27702 0.374334 -3.01544 -0.517739 
跌停	-2.07625 -1.76334 -0.588786 0.446862 -2.52046 0.590857 1.0384 1.12439 -0.0193356 -3.80854 -1.91181 -3.35628 2.33414 1.4805 0.609635 1.23917 -0.923031 0.588354 -1.59136 1.16755 
说	1.42123 -2.28787 -1.03166 0.322902 -0.739553 0.856498 -2.11838 -1.13261 -1.08615 1.77483 -1.28561 -1.08541 2.81092 1.51436 1.76526 -1.42798 1.43011 -0.441244 -2.61538 3.0639 
散户	-1.47358 2.79802 -2.64282 -3.5995 -2.1215 1.48966 -2.4166 2.06138 1.18932 1.37588 0.0414843 -0.0573248 0.642603 1.66295 -3.50872 0.348696 1.62874 0.413585 -2.09689 0.0161215 
大笑	-3.20225 1.16819 -0.993655 0.712869 1.17923 0.433904 1.85511 1.23365 -1.16692 -1.65448 0.171646 -1.70742 -2.7847 -0.6948 -2.89615 1.33249 0.652396 0.843899 0.251974 1.7334 
开始	0.625016 -1.79413 -0.613385 -2.13966 0.104465 -1.24002 1.40673 2.40737 0.524978 -1.3693 2.4672 -0.543186 1.51928 -1.52141 -0.450037 0.720571 -0.28142 -0.956738 1.34264 -0.518423 
股价	1.19459 -0.585225 -1.46419 -0.0662623 1.27503 0.677508 -1.18953 1.66227 -2.84056 1.47028 -1.02725 -0.205468 1.50696 0.962174 -3.26126 -1.96216 -3.37593 -1.18533 -1.44232 -1.32844 
庄家	-1.48424 1.48438 -1.65819 -2.77804 0.746244 0.677319 -2.14781 1.87971 -0.192436 0.631528 -1.90614 -0.169164 0.342232 1.93659 -2.08145 1.38232 0.162687 -0.0480698 -0.530679 0.514993 
不要	-0.794008 -0.214322 -2.83112 -1.43205 -3.83158 -1.47051 -2.04715 -0.690634 0.0873782 2.8521 1.09173 -0.346132 -0.0244353 -0.0523551 -2.89455 0.0607568 1.28343 -0.155623 -1.29641 2.3331 
点	0.573486 -2.85382 1.06158 -1.24866 -4.44866 -0.317952 1.38636 0.39998 -0.44869 -2.32332 -1.65879 -0.702359 0.250313 -0.502668 -0.303352 0.260168 -0.816973 -4.19017 -4.15013 -1.12473 
快	-1.9362 -0.84714 -0.366979 -0.345381 -1.44084 -2.6278 0.00174817 0.988796 -1.20389 -1.03726 2.89646 0.82191 -0.291128 -0.870658 -1.91095 -0.990112 1.50861 1.25481 -1.98039 1.70646 
被	0.833518 -0.251402 -4.05425 -1.52253 0.645904 -0.885028 -2.79833 0.770583 1.49037 -2.50352 -0.190938 -1.43731 1.38854 -2.50422 0.0325363 1.10421 1.95663 -0.870002 -1.07031 -2.09208 
来	0.389144 -1.344 -2.2193 0.908772 -2.76194 -0.311398 -0.944896 0.608054 1.09996 -1.63759 0.595677 -0.655072 0.163263 -1.11308 1.51459 0.914914 1.02319 -1.2912 -1.57891 1.2882 
一个	0.953356 0.141586 -0.265965 1.03279 -1.54544 -0.872395 -2.40751 -0.233352 0.709064 0.176945 -1.41757 0.0703157 0.356081 0.442615 -0.241379 3.00661 -2.40721 1.13927 -0.443214 1.92406 
谁	-2.30095 0.557318 -2.75811 -0.645675 -1.66942 0.687015 -2.93528 -1.01517 -1.25715 -0.369951 -0.931301 1.18427 0.0848941 2.15335 -3.48989 -0.424288 -1.16256 0.116519 -3.07251 2.88393 
做	0.0249889 -0.833105 -2.02017 -0.620779 -1.34366 2.55558 -2.13916 0.49834 0.515084 4.26679 -1.27324 -2.44056 -0.0934282 1.28268 1.40169 2.51342 -0.972456 -1.99149 -2.00064 -0.236339 
给	-0.623178 -2.92065 -2.57848 0.296605 -1.41447 1.42459 -2.41271 -1.71422 0.990827 -0.649344 -0.588354 -1.28499 0.0639152 -2.52445 1.90399 1.44913 0.989982 -2.81069 -2.89129 2.91481 
公告	1.34774 -0.319859 2.18363 2.88691 0.824457 2.18889 -0.881254 2.77165 -0.722389 -2.67419 -1.82833 1.39727 3.91497 0.927799 -1.28023 -2.4752 2.3528 1.78685 -0.0745474 0.414274 
怎么	-0.270037 0.0543308 -0.791054 0.433971 -0.404278 -1.20339 -1.87553 0.611062 -2.84051 -0.46802 -3.18038 0.621793 0.610187 -0.196632 -1.01056 -1.21663 0.13148 -0.388932 -2.47214 2.33908 
上	1.24825 -1.44234 -1.66284 0.00128551 -1.87062 1.08485 -0.454281 -0.210155 -0.80562 -0.667624 -1.34771 -1.11394 -2.40718 0.60024 0.72216 0.305717 -1.35318 -0.328074 -0.867957 0.444443 
这么	-1.55075 0.532128 0.452508 1.98608 1.2056 -0.885924 -2.51784 2.85057 -3.42689 4.52303 -0.495428 0.672651 1.10111 -0.778401 0.0724487 0.671882 -1.8962 -1.37066 -4.80986 2.73562 
年	4.97244 -0.654509 0.69911 3.16415 0.398954 0.880411 -0.193578 -0.833804 -1.16694 -0.0111829 -0.656629 0.263901 -1.52171 0.936225 -2.07724 -1.68714 -1.38468 1.3537 0.214743 -0.818323 
业绩	3.82106 1.22226 1.10997 3.58025 1.27904 -0.476863 -0.897639 1.72137 -3.53692 2.93531 -2.02502 -0.351098 1.18579 1.23751 -4.42935 -1.96689 -2.15327 -0.389869 -1.72797 -2.65129 
去	0.135864 -2.08063 -3.8333 0.705734 -0.429186 -0.603216 -0.625953 -0.143009 1.52635 -0.135344 1.22742 -0.0104951 -1.58514 0.396209 -0.236851 -1.7131 0.573841 -1.1799 -2.18705 2.2931 
可以	1.68328 -0.01416 -1.47709 -1.68728 -1.5951 0.632897 -0.332726 -0.278711 -0.734605 -0.273598 1.51255 0.0903228 0.422502 -0.737479 -2.21377 -0.219758 0.098988 -2.85307 -1.29686 1.69034 
还是	-0.8855 -0.46228 0.791804 -0.639712 -0.311054 -0.777716 -1.21 -0.945154 -1.9404 1.33529 -1.18002 -0.10503 0.386936 -1.09474 -1.25702 0.796955 -0.282391 0.0233833 -1.12116 0.68809 
死	-0.967172 -0.728861 -3.97822 -2.34115 0.497401 -1.34047 -1.22365 0.318095 1.02663 -1.14794 -2.39662 -2.2283 -1.7294 1.49355 0.182043 -0.618245 1.00646 1.32515 -2.60917 1.07654 
中	0.819035 -0.932688 1.54151 0.473724 0.453731 -1.47833 -1.6462 -1.67335 -0.387972 1.14964 -2.27667 0.0430716 -1.7908 0.190672 -1.67644 2.46944 -0.0949695 1.02375 0.726467 -4.62255 
资金	0.375572 1.26395 1.52025 -2.22691 2.39948 3.33977 -0.408947 3.51855 1.67221 3.09257 2.46154 1.48326 2.33835 1.87037 -2.89327 1.15819 -1.75807 0.307805 0.818689 -0.727728 
查看	8.35507 2.10797 1.2831 5.34382 1.77981 4.12788 1.9452 6.64715 -2.50869 1.28353 -3.15704 4.36571 -3.51691 -5.17017 0.810562 -4.11547 5.24631 -0.167569 3.13409 -2.09857 
你们	-0.860757 0.804613 -3.0584 -1.41507 -3.03292 -0.144773 -1.79113 0.338908 0.403048 -0.283871 -1.33076 -0.640568 -0.166708 2.91183 -3.27619 -0.635234 1.32348 -0.206341 -2.13127 2.32972 
原文	4.1456 -2.14408 4.69554 4.49039 3.851 3.77374 7.89594 7.88691 -1.2686 3.82721 -2.15516 4.20956 -2.52 -5.40445 -2.66918 -9.62445 1.07876 2.5651 0.741388 -3.55963 
机会	-0.228108 0.62612 1.99879 -3.04495 -3.59459 0.296109 2.73169 -0.363647 3.86192 3.23618 -0.314595 -2.09122 2.55319 0.947949 -4.25222 1.2021 -0.371742 0.0572096 -0.743923 1.60415 
下午	-1.90683 -2.10537 0.831513 -1.29456 -1.59714 -1.15566 1.11025 0.86237 -2.12009 -0.853413 0.754931 -0.803655 0.658387 0.792636 -1.19573 2.10166 -0.57095 -1.03932 0.909553 0.91178 
利好	0.136967 2.01915 0.517013 2.08673 -1.85633 0.0780507 -0.800097 3.40357 -2.05702 0.61313 0.914046 1.15382 4.99529 1.81843 -1.06108 -0.40461 -0.792387 3.20398 0.12738 -0.430963 
已经	2.50559 -0.315617 0.0376448 -2.12055 1.58192 -0.418904 -0.492 0.327666 -0.644895 -0.366341 0.988142 -1.00099 0.112958 -1.7051 -1.48058 0.0322595 0.290434 0.235256 0.256393 -1.02317 
融资	-3.16106 -2.68281 1.77394 0.0532602 0.504657 4.86774 -1.46289 -1.99603 0.581201 -1.2508 -1.31528 -1.41669 1.12912 0.198075 -1.19707 2.10141 -0.913802 1.89559 -1.69345 -3.00789 
想	-0.313648 -0.208267 -2.6087 -1.32804 -1.20815 -0.0631204 -1.52536 0.699413 0.281304 0.777734 0.0741294 0.443235 0.765436 0.161438 -1.03216 -0.336939 0.818172 -2.31217 -2.37932 3.69933 
出	0.156491 -1.1034 -0.665553 0.757345 0.46604 0.845355 -2.24506 3.35009 -1.4532 -1.68592 -0.0551077 -2.81813 1.23677 -0.979567 0.967566 -0.0740406 1.33315 1.71099 -1.13013 1.8154 
呢	-1.1714 0.416923 -1.47013 0.720706 -0.109259 0.109359 -1.02543 1.24035 -0.920085 0.805565 -0.862741 0.306992 1.18689 -0.392166 -1.5245 -0.994014 -0.777667 -0.380792 -2.0584 4.20373 
将	2.4683 -0.602298 -1.33568 0.375163 -0.400624 0.553609 1.30371 -0.111547 -1.30891 -1.16001 2.06317 0.17008 0.735815 -1.14563 -1.23012 0.0955205 -1.51014 0.0761252 2.91066 -2.553 
让	-1.15557 -1.82974 -2.68446 -0.883478 0.207182 0.404825 -2.51399 -1.02646 -0.0861101 0.839286 -0.686601 -1.22992 0.358882 -2.344 0.675458 0.488162 1.54922 -1.3688 -1.79082 2.68099 
继续	-2.17175 -1.87584 -0.117294 -1.95007 -0.694642 -0.333793 0.886547 0.68989 -2.14917 -0.471277 -0.931635 -0.140763 -0.0478719 -1.56507 -2.99867 0.294868 -0.740481 -1.48413 1.27912 0.104024 
下	0.520372 -2.70583 -0.727354 -0.477118 -3.63055 -0.116371 -0.0941463 2.09263 0.334138 -0.689527 -2.13204 0.585203 -0.636037 1.78077 0.0645096 0.657927 -2.10093 0.528015 1.79048 -0.214242 
振华	0.937447 2.17826 0.346668 1.2157 5.47198 0.793808 2.8716 -1.18971 -1.65818 -0.490768 -1.06814 -0.501718 0.817098 1.55252 -1.19448 -0.0470863 -0.537274 0.100249 2.05057 1.15836 
下跌	0.0528374 -0.928298 -0.827045 -1.96209 -2.5636 1.45171 1.20858 1.90025 -2.72309 0.419995 -1.06796 -3.09021 0.952512 0.819533 1.62952 0.387488 -3.20061 2.04138 -0.606126 -2.08296 
高	0.116528 2.97904 -0.153489 -0.397469 -2.13449 0.963619 0.312733 0.310278 -5.53535 -0.35167 1.70615 -0.219048 -1.7343 -1.62729 -3.16254 -1.04596 0.767969 -0.0552755 -2.59109 -1.34042 
很	-0.0600826 1.36512 0.46393 -1.37911 1.24612 0.148927 -1.24966 0.132509 -3.03347 5.00995 -2.02892 -0.567541 1.26993 -1.35477 0.213666 2.3799 -0.43938 -2.31977 -1.12123 0.973096 
信息	0.858372 2.76583 2.12218 2.21045 -0.115618 2.94252 -0.4101 -2.38891 -0.082528 -3.88782 0.513583 5.42034 2.54862 0.887559 -1.75626 0.437296 1.45329 3.08597 -0.111279 -0.15142 
看看	1.14257 -1.75681 -0.503592 1.88059 1.69176 0.59867 -0.964523 -1.74039 -0.707182 1.07071 0.0107941 -0.74149 0.443148 0.759722 2.23589 0.640228 0.578463 -2.02834 -2.11871 2.67423 
割肉	-1.84203 -3.35892 0.179843 -3.66484 -1.73874 -0.0852638 1.12472 -0.168539 2.85612 0.993148 0.145102 -2.91102 -0.118419 0.149566 1.31523 -0.727814 2.21433 2.81971 -2.69205 0.324203 
股市	0.215684 -0.578574 -0.901314 -0.446513 -0.172624 -1.45018 0.322498 -0.700674 0.530529 3.19509 -0.51457 1.22629 2.2939 1.97858 -1.31483 -1.21313 -1.42768 1.72959 0.425466 -1.84507 
拉	-2.63933 -1.70009 -1.34337 0.363431 -0.255313 0.745742 -0.0650432 2.4927 -2.1373 0.776231 0.0969404 -3.56844 0.678988 1.76552 2.67777 2.88073 0.407333 -1.40209 -0.600508 2.15967 
股东	2.06041 4.72801 -0.721091 2.46642 1.59928 4.06595 -3.72176 3.33814 0.790682 1.33065 1.16602 -0.0616088 2.08827 2.66731 -5.09437 0.7593 1.44971 0.738024 -0.619654 0.0397132 
